year,Base case cost,Modeled residential ashp
2017,8784.17269062,87259.8856826
2018,9490.52449741,86974.5491802
2019,10502.9620871,87148.7046237
2020,10973.8632917,86592.0710967
2021,10019.1568462,84590.8712151
2022,10227.4210248,83733.014476
2023,10394.0323677,82841.7208106
2024,10518.9908748,81916.3522848
2025,10685.6022177,81077.587053
2026,9453.69329243,78875.1449575
2027,9580.44772084,78037.1190908
2028,9707.20214926,77223.2636075
2029,9852.06435316,76460.6187364
2030,8449.85320069,74145.4547201
2031,8603.74453188,73456.3978099
