year,Base case cost,Modeled non-residential ashp
2017,784537.112279,360324.044782
2018,859382.986284,256277.481357
2019,962028.756347,119975.569537
2020,1013351.64138,44292.6847854
2021,1047566.89807,-10945.591219
2022,1073228.34058,-55789.1705304
2023,1092474.42247,-92756.6905651
2024,1107443.59727,-124366.596863
2025,1124551.22561,-158157.860103
2026,1148074.21459,-199158.907819
2027,1167320.29647,-234825.478433
2028,1182289.47128,-265164.926227
2029,1203674.0067,-302736.223522
2030,1214366.27442,-327463.516961
2031,1237889.26339,-366967.597562
