year,Base case cost,Modeled residential ashp
2017,1105459.82025,-423243.03612
2018,1204752.20525,-1049463.72533
2019,1350622.6985,-1868623.11484
2020,1416440.50622,-2320630.78857
2021,1463191.40593,-2641520.21656
2022,1494631.08865,-2901820.08986
2023,1511349.74418,-3119540.19013
2024,1522971.65334,-3303655.30854
2025,1540731.36117,-3498651.39048
2026,1560007.21697,-3746308.55255
2027,1576580.83304,-3958074.69326
2028,1585884.71825,-4138551.78148
2029,1617038.31838,-4351459.82619
2030,1630157.00642,-4488227.06793
2031,1655385.94712,-4722913.19279
