year,Base case cost,Modeled residential ashp
2017,743687.015228,1087161.93865
2018,802722.119305,1141309.12049
2019,874671.69376,1209412.99122
2020,907946.707422,1237210.05758
2021,937687.930707,1261141.29027
2022,955100.275162,1272656.14935
2023,974497.609239,1286064.73177
2024,983927.224486,1289534.85124
2025,996062.399733,1295984.60038
2026,1017159.64302,1311604.87212
2027,1029376.84747,1318425.9242
2028,1046631.97917,1330300.27042
2029,1060304.11284,1338914.22728
2030,1076418.13454,1349854.76808
2031,1090197.26899,1358838.81871
