year,Base case cost,Modeled non-residential ashp
2017,271075.981445,312500.738956
2018,296466.781445,333605.192763
2019,331261.581445,362863.811243
2020,349129.181445,377500.737371
2021,360413.981445,386462.984197
2022,369817.981445,393817.135698
2023,375460.381445,397935.939887
2024,381102.781445,402072.594908
2025,386745.181445,406226.68239
2026,394268.381445,412024.607041
2027,400855.444006,417030.012492
2028,406497.904006,421234.043987
2029,413076.381445,426262.954284
2030,417778.381445,429684.856997
2031,425297.058885,435557.577316
