year,Base case cost,Modeled residential ashp
2017,516472.385592,422585.809747
2018,586467.86131,486948.482167
2019,677333.826004,570045.063
2020,726726.935212,615941.94947
2021,766120.154554,652810.119057
2022,793974.345301,678721.963839
2023,821061.721754,704449.698117
2024,838206.286699,720623.090079
2025,866003.399088,747060.560292
2026,890586.296115,770089.580546
2027,916818.735237,795156.612089
2028,937231.339692,814403.808966
2029,968958.911797,844577.504299
2030,985011.960766,859853.614881
2031,1010982.78584,884270.563186
