year,Base case cost,Modeled non-residential ashp
2017,516472.385592,693857.632863
2018,586467.86131,762012.926259
2019,677333.826004,850340.708439
2020,726726.935212,898591.635516
2021,766120.154554,937159.945541
2022,793974.345301,964379.590659
2023,821061.721754,991022.785173
2024,838206.286699,1007850.0773
2025,866003.399088,1035203.00775
2026,890586.296115,1059278.26828
2027,916818.735237,1085129.98002
2028,937231.339692,1105161.8571
2029,968958.911797,1136381.7927
2030,985011.960766,1152181.02342
2031,1010982.78584,1177644.21199
