year,annotation,Average Load
2003,,134.0
2004,,138.0
2005,,138.0
2006,,146.0
2007,,135.0
2008,,123.0
2009,,124.0
2010,,125.0
2011,,122.0
2012,,123.0
2013,,118.0
2014,start of forecast,120.0
2015,,120.0
2016,,120.0
2017,,120.0
2018,,120.0
2019,,120.0
2020,,120.0
2021,,120.0
2022,,120.0
2023,,120.0
2024,,120.0
2025,,120.0
2026,,120.0
2027,,120.0
2028,,120.0
2029,,120.0
2030,,120.0
2031,,120.0
2032,,120.0
2033,,120.0
2034,,120.0
2035,,120.0
2036,,120.0
2037,,120.0
2038,,120.0
2039,,120.0
2040,,120.0
