year,Base case cost,Modeled residential ashp
2017,60537.4414754,555870.100051
2018,64442.3700816,552735.374827
2019,69741.9160472,551358.932868
2020,73364.7406601,548105.964333
2021,75205.6591776,543146.886762
2022,76480.1412281,537711.852505
2023,77329.7959285,531957.246438
2024,76854.4645799,525016.419196
2025,77691.2349955,519560.057575
2026,78806.928883,514570.02461
2027,80870.0238468,510636.703503
2028,81578.0694305,505472.851568
2029,82569.3332476,500769.313575
2030,83277.3788312,495881.799863
2031,84268.6426483,491448.123261
