year,Base case cost,Modeled non-residential ashp
2017,423511.436719,622801.317508
2018,463180.366921,658599.743379
2019,517541.493495,708744.00248
2020,545456.6666,733245.41151
2021,563087.302246,747811.733676
2022,577779.498617,759582.088264
2023,586594.816439,765698.836773
2024,595410.134262,771873.052397
2025,604225.452085,778103.388243
2026,615979.209182,787244.755189
2027,626263.746642,795011.529467
2028,635079.064464,801402.456681
2029,645363.601924,809272.538029
2030,652709.70011,814336.237964
2031,664463.457207,823732.953725
