year,Base case cost,Modeled residential ashp
2017,174920.795512,406560.25527
2018,191305.053944,417674.98444
2019,206899.194876,427518.595988
2020,218058.931657,434036.629054
2021,225107.186465,436924.622147
2022,230980.732139,438833.127906
2023,226731.416688,430925.789335
2024,230138.725178,430752.814707
2025,225538.952985,422648.677357
2026,229926.272421,423492.064744
2027,233765.176927,423916.290993
2028,228639.719621,415503.712311
2029,232342.335394,415931.400917
2030,226337.476236,406832.748828
2031,230413.278568,407710.048274
