year,Base case cost,Modeled residential ashp
2017,1037360.11476,860015.248255
2018,1125699.01671,853924.334165
2019,1260153.90385,862943.445702
2020,1321116.09519,856393.196965
2021,1359246.05312,846470.165291
2022,1379271.55659,828282.142925
2023,1390496.98691,808724.593348
2024,1395855.70181,788322.079892
2025,1403513.14611,768024.0788
2026,1418674.96409,748224.030966
2027,1428022.95233,727617.176653
2028,1431715.76791,706357.491772
2029,1442727.85724,685396.614171
2030,1448035.58056,670935.619224
2031,1460777.8781,649668.965873
