year,Base case cost,Modeled residential ashp
2017,75268.7308855,509307.677583
2018,81186.2543843,500586.701832
2019,88847.6663752,491749.569656
2020,92597.6772929,483341.512397
2021,96521.4069501,476455.091415
2022,99979.1721598,469986.305381
2023,102098.874859,462828.677328
2024,105088.825379,456956.244115
2025,108115.780729,451301.594711
2026,111570.561001,445791.652793
2027,113810.529394,439469.132954
2028,116950.349471,434444.657744
2029,120331.835631,429596.436773
2030,123341.004112,424996.121346
2031,127015.963115,420528.908005
