year,Base case cost,Modeled non-residential ashp
2017,233290.581728,316512.253611
2018,248270.368279,332015.951815
2019,267530.093844,351949.278077
2020,276517.965775,361251.496999
2021,282937.874297,367895.939086
2022,287217.813312,372325.567144
2023,290641.764523,375869.269591
2024,293209.727932,378527.046426
2025,296205.685242,381627.786066
2026,300057.630355,385614.451319
2027,303053.587666,388715.190959
2028,305621.551074,391372.967794
2029,309045.502286,394916.670241
2030,311185.471793,397131.48427
2031,314609.423005,400675.186716
