year,Base case cost,Modeled non-residential ashp
2017,298794.140605,337310.758486
2018,321797.461559,358782.624847
2019,351920.858046,386900.545082
2020,366161.009113,400192.652829
2021,376019.575236,409394.88127
2022,383139.650769,416040.935143
2023,388616.631949,421153.284277
2024,392450.518775,424731.92867
2025,397379.801836,429333.04289
2026,403404.481134,434956.626937
2027,408333.764195,439557.741158
2028,412715.349139,443647.620464
2029,418192.330318,448759.969598
2030,421478.519026,451827.379078
2031,427503.198323,457450.963125
