year,Base case cost,Modeled transmission and interties
2021,217720.717865,1854540.06649
2022,222783.990374,1860306.86693
2023,226678.81538,1863855.66721
2024,229405.192885,1867404.46748
2025,232910.535391,1870953.26776
2026,237194.842898,1875832.86813
2027,240700.185404,1879825.26844
2028,244339.255807,1883500.67559
2029,248242.438807,1887946.19525
2030,250584.348607,1890613.50704
2031,254877.849907,1895059.0267
2032,259726.321981,1900554.52669
2033,264029.017074,1905455.06956
2034,268722.866266,1910355.61243
2035,272040.989716,1914107.17409
2036,276744.868501,1919464.64403
2037,279488.797792,1922143.37901
2038,284192.676576,1927500.84895
2039,287720.585665,1931072.49557
2040,292424.46445,1936876.42134
