year,Base case cost,Modeled residential ashp
2017,212779.890688,180268.579428
2018,241600.935984,193184.440248
2019,277138.523896,206852.399505
2020,294099.645399,213375.743696
2021,305407.059735,217724.639824
2022,319444.725298,225797.861209
2023,325176.403891,228050.280697
2024,330908.082483,230302.700186
2025,336639.761076,232555.119674
2026,344009.062123,235451.087588
2027,350559.551943,238025.281289
2028,356291.230536,240277.700777
2029,363660.531583,243173.668691
2030,367754.587721,244782.539754
2031,375942.699996,248000.28188
