year,Base case cost,Modeled non-residential ashp
2017,59296.6245324,41822.0623381
2018,64689.3308277,46744.6162011
2019,72239.119641,53719.5482714
2020,75834.2571712,56944.7513641
2021,78350.8534423,59150.4723704
2022,80148.4222074,60677.9022237
2023,81586.4772195,61868.2342763
2024,82665.0184785,62721.3701783
2025,83923.3166141,63749.1549768
2026,85541.1285026,65122.1419085
2027,86799.4266382,66157.6512563
2028,87877.9678972,67026.2406018
2029,89495.7797858,68410.4107146
2030,90394.5641684,69115.5470763
2031,92012.3760569,70506.7426256
