year,Base case cost,Modeled residential ashp
2017,7175.40698262,35703.7723893
2018,7642.08569364,36106.2204119
2019,8283.76892129,36929.3753256
2020,7572.34644942,35974.4103037
2021,8794.19876147,36833.7858667
2022,7893.74504559,35528.1773159
2023,7996.59259637,35182.8455675
2024,8073.72825945,34787.5918223
2025,8163.71986638,34438.1117057
2026,8279.42336101,34166.0912695
2027,8382.27091178,33875.1894805
2028,8459.40657486,33533.0899959
2029,8562.25412564,33267.5270211
2030,8626.53384488,32918.1638234
2031,8742.2373395,32708.774461
