year,Base case cost,Modeled residential ashp
2017,556628.127443,956406.676478
2018,600582.768071,984383.588508
2019,666805.265742,1031195.39441
2020,701116.456525,1052678.39819
2021,739859.610746,1080440.05158
2022,769913.527061,1100520.02712
2023,790720.233705,1112356.30834
2024,816311.811221,1129420.36967
2025,837715.645544,1142179.08348
2026,866806.065154,1162503.01128
2027,888846.183069,1176208.24365
2028,915847.373465,1195302.56227
2029,944690.980203,1216107.14652
2030,970906.963918,1234983.51535
2031,997268.198108,1253031.22793
