year,annotation,consumption,consumption residential,consumption non-residential
2003,,994696.0,444467.0,550229.0
2004,,1191065.0,483141.0,707924.0
2005,,1294702.0,492671.0,802031.0
2006,,1691490.0,529011.0,1162479.0
2007,,1739763.0,578771.0,1160992.0
2008,,1667175.0,586774.0,1080401.0
2009,,1673277.0,583852.0,1089425.0
2010,,1704749.0,570677.0,1134072.0
2011,,1870735.0,596848.0,1273887.0
2012,,1785606.0,692879.0,1092727.0
2013,,1712089.0,633403.0,1078686.0
2014,,1685847.0,638166.0,1047681.0
2015,,1783516.0,713285.0,1070231.0
2016,start of forecast,1790207.0,724674.0,1065533.0
2017,,1820570.0,755037.0,1065533.0
2018,,1852045.0,786512.0,1065533.0
2019,,1883078.0,817546.0,1065533.0
2020,,1912793.0,847261.0,1065533.0
2021,,1961274.0,895741.0,1065533.0
2022,,1993092.0,927559.0,1065533.0
2023,,2021720.0,956187.0,1065533.0
2024,,2050491.0,984958.0,1065533.0
2025,,2079697.0,1014164.0,1065533.0
2026,,2111097.0,1045564.0,1065533.0
2027,,2141667.0,1076134.0,1065533.0
2028,,2178490.0,1112957.0,1065533.0
2029,,2210511.0,1144978.0,1065533.0
2030,,2242740.0,1177207.0,1065533.0
2031,,2274851.0,1209318.0,1065533.0
2032,,2307116.0,1241583.0,1065533.0
2033,,2336074.0,1270542.0,1065533.0
2034,,2368656.0,1303124.0,1065533.0
2035,,2407808.0,1342275.0,1065533.0
2036,,2441921.0,1376388.0,1065533.0
2037,,2476320.0,1410787.0,1065533.0
2038,,2509739.0,1444207.0,1065533.0
2039,,2547364.0,1481831.0,1065533.0
2040,,2584793.0,1519260.0,1065533.0
