year,Base case cost,Modeled non-residential ashp
2017,715888.252375,890270.783585
2018,759778.509882,927539.351823
2019,823343.710409,983059.14759
2020,852099.396362,1006499.03929
2021,871774.339382,1021623.89976
2022,886908.910936,1032626.12463
2023,897503.111024,1039504.03872
2024,906583.853956,1045052.08013
2025,917178.054044,1052064.72529
2026,929285.711287,1060540.41404
2027,939879.911375,1067681.54877
2028,948960.654308,1073486.64159
2029,959554.854396,1080750.3135
2030,967122.140173,1085277.03453
2031,980743.254571,1095453.64107
