year,Base case cost,Modeled non-residential ashp
2017,86341.391206,86661.391206
2018,93019.5818081,93339.5818081
2019,102418.516729,102738.516729
2020,107117.98419,107437.98419
2021,110086.068902,110406.068902
2022,112559.472829,112879.472829
2023,114290.855578,114610.855578
2024,115527.557541,115847.557541
2025,117258.94029,117578.94029
2026,119237.663431,119557.663431
2027,120969.04618,121289.04618
2028,122205.748143,122525.748143
2029,133771.015589,134091.015589
2030,135103.185996,135423.185996
2031,137234.658647,137554.658647
