year,Base case cost,Modeled residential ashp
2017,45148.2117007,361644.211463
2018,50629.733177,351136.786805
2019,58489.3776584,338376.853651
2020,61939.7128823,329649.331588
2021,64916.5206806,322547.644956
2022,67152.5538256,316405.554884
2023,68514.5470297,310294.649597
2024,70198.6056441,305012.17063
2025,71899.9752635,299854.562488
2026,73479.6202652,293887.828886
2027,75408.7397686,288769.366682
2028,77157.7146518,283967.152431
2029,78760.4409936,278324.075123
2030,79561.8041644,273560.046462
2031,81950.7511871,268495.795396
