year,Base case cost,Modeled non-residential ashp
2017,17945.7830621,64668.2011255
2018,19972.009124,64166.5757619
2019,22898.7801023,63753.327702
2020,24249.5974769,63227.9399975
2021,25225.187803,62687.09883
2022,25900.5964903,62136.5208324
2023,26425.9143582,61587.99602
2024,26876.1868165,61047.2571008
2025,27326.4592747,60520.0446716
2026,27926.8225523,60018.1721162
2027,28452.1404202,59523.1342201
2028,28902.4128784,59034.6286212
2029,29502.776156,58570.5557201
2030,29802.9577948,58094.2359388
2031,30478.3664821,57659.9745195
