year,Base case cost,Modeled non-residential ashp
2017,170224.337262,222445.097096
2018,181455.281557,233310.817016
2019,203791.625584,255156.39079
2020,218573.197391,269709.697362
2021,223848.963814,274825.678122
2022,235821.124106,286672.292535
2023,238549.564391,289320.839988
2024,248883.320161,299586.116188
2025,251702.317519,302325.220714
2026,263528.822959,314049.006798
2027,266438.377391,316878.668398
2028,268932.28119,319304.092627
2029,280731.23774,331011.743083
2030,282874.174529,333097.613564
2031,295386.326382,345507.046062
