year,Base case cost,Modeled residential ashp
2017,170224.337262,264416.463758
2018,181455.281557,274331.056455
2019,203791.625584,294898.553023
2020,218573.197391,308857.405081
2021,223848.963814,313557.26768
2022,235821.124106,325076.932111
2023,238549.564391,327517.420484
2024,248883.320161,337604.360328
2025,251702.317519,340135.405775
2026,263528.822959,351591.687328
2027,266438.377391,354213.289848
2028,268932.28119,356460.377722
2029,280731.23774,367930.246373
2030,282874.174529,369867.503225
2031,295386.326382,382009.431191
