year,annotation,consumption,consumption residential,consumption non-residential
2003,,237895.0,120303.0,117592.0
2004,,235167.0,119884.0,115283.0
2005,,229398.0,108318.0,121080.0
2006,,218876.0,106440.0,112436.0
2007,,239976.0,102020.0,137956.0
2008,,248338.0,114370.0,133968.0
2009,,252450.0,122250.0,130200.0
2010,,251659.0,114274.0,137385.0
2011,,258005.0,101860.0,156145.0
2012,,235970.0,102981.0,132989.0
2013,,233762.0,109625.0,124137.0
2014,start of forecast,247748.0,109991.0,137757.0
2015,,247956.0,110199.0,137757.0
2016,,248265.0,110508.0,137757.0
2017,,248613.0,110856.0,137757.0
2018,,249035.0,111278.0,137757.0
2019,,249421.0,111664.0,137757.0
2020,,250069.0,112312.0,137757.0
2021,,250438.0,112681.0,137757.0
2022,,250849.0,113092.0,137757.0
2023,,251168.0,113411.0,137757.0
2024,,251480.0,113723.0,137757.0
2025,,251800.0,114043.0,137757.0
2026,,252261.0,114504.0,137757.0
2027,,252597.0,114840.0,137757.0
2028,,252932.0,115175.0,137757.0
2029,,253258.0,115501.0,137757.0
2030,,253582.0,115825.0,137757.0
2031,,253897.0,116140.0,137757.0
2032,,254212.0,116455.0,137757.0
2033,,254664.0,116907.0,137757.0
2034,,255038.0,117281.0,137757.0
2035,,255358.0,117601.0,137757.0
2036,,255872.0,118115.0,137757.0
2037,,256190.0,118433.0,137757.0
2038,,256522.0,118765.0,137757.0
2039,,256840.0,119083.0,137757.0
2040,,257293.0,119536.0,137757.0
