year,Base case cost,Modeled residential ashp
2017,264285.493811,346491.194607
2018,288781.718358,368360.339323
2019,323081.718358,399475.638406
2020,339876.862905,414157.242732
2021,345690.106255,418217.221021
2022,354645.210802,425569.825266
2023,360153.905348,429709.748462
2024,364978.515348,433231.613968
2025,371176.199895,438066.67248
2026,378068.399895,443577.589976
2027,384271.379895,448463.649118
2028,383027.057792,446008.018602
2029,395988.119895,457653.967664
2030,400123.439895,460662.32556
2031,407704.859895,466928.421101
