year,Base case cost,Modeled non-residential ashp
2017,264285.493811,307973.046204
2018,288781.718358,331165.03843
2019,323081.718358,363887.153463
2020,339876.862905,379631.002243
2021,345690.106255,384570.261161
2022,354645.210802,392725.749377
2023,360153.905348,397549.950559
2024,364978.515348,401722.788414
2025,371176.199895,407239.554428
2026,378068.399895,413441.93768
2027,384271.379895,418986.984702
2028,383027.057792,417136.874501
2029,395988.119895,429441.397089
2030,400123.439895,433012.863233
2031,407704.859895,439938.121689
