year,annotation,diesel generation efficiency
2002,,11.54
2003,,11.9
2004,,11.66
2005,,11.81
2006,,11.21
2007,,10.9
2008,,11.32
2009,,11.43
2010,,11.12
2011,,12.07
2012,,10.97
2013,,10.49
2014,start of forecast,11.18
2015,,11.18
2016,,11.18
2017,,11.18
2018,,11.18
2019,,11.18
2020,,11.18
2021,,11.18
2022,,11.18
2023,,11.18
2024,,11.18
2025,,11.18
2026,,11.18
2027,,11.18
2028,,11.18
2029,,11.18
2030,,11.18
2031,,11.18
2032,,11.18
2033,,11.18
2034,,11.18
2035,,11.18
2036,,11.18
2037,,11.18
2038,,11.18
2039,,11.18
2040,,11.18
