year,Base case cost,Modeled non-residential ashp
2017,8958.05009385,41269.5592629
2018,9689.67120403,41464.3151581
2019,10673.5754557,41876.5413541
2020,11152.9134244,41882.3018456
2021,11480.8815083,41772.4431783
2022,11733.1646497,41609.1227155
2023,11909.7628487,41392.1316607
2024,12035.9044194,41142.0564503
2025,12212.5026185,40941.8595416
2026,12439.5574457,40791.3464731
2027,12616.1556448,40607.1657364
2028,12742.2972155,40389.1318546
2029,12944.1237286,40241.0157205
2030,13070.2652994,40037.8980583
2031,13297.3201267,39925.1389305
