year,Base case cost,Modeled residential ashp
2017,25990.6329622,251140.862865
2018,28113.337741,247750.752212
2019,30968.0096847,244630.708683
2020,32358.7472984,241243.144497
2021,33310.304613,237835.835959
2022,34042.271778,234460.280152
2023,34554.6487936,231114.478096
2024,34920.6323761,227814.325188
2025,35433.0093917,224629.307296
2026,36091.7798402,221557.562679
2027,35286.4835998,217208.207509
2028,35639.2925371,214201.637927
2029,36203.7868369,211312.95718
2030,36556.5957742,208449.192828
2031,37191.6518615,205715.183352
