year,Base case cost,Modeled non-residential ashp
2017,302026.365682,327569.033784
2018,336903.455743,362158.346702
2019,381380.771705,406228.805322
2020,398827.867429,423487.3574
2021,415243.802599,439764.365673
2022,421490.83032,445912.159896
2023,424009.517287,448361.383414
2024,419515.899436,443808.225465
2025,421523.031241,445745.893821
2026,425484.1074,449617.659832
2027,427039.867004,451103.955987
2028,427332.785369,451337.334253
2029,417057.610607,440982.772693
2030,409480.616972,433356.16231
2031,405390.231325,429176.466514
