year,Base case cost,Modeled residential ashp
2017,302026.365682,359073.183525
2018,336903.455743,386531.188863
2019,381380.771705,420519.454009
2020,398827.867429,433105.770087
2021,415243.802599,445940.078149
2022,421490.83032,449628.800793
2023,424009.517287,450356.674206
2024,419515.899436,444328.073309
2025,421523.031241,444544.39156
2026,425484.1074,446202.99315
2027,427039.867004,445967.9392
2028,427332.785369,444725.874519
2029,417057.610607,432404.055696
2030,409480.616972,423547.909522
2031,405390.231325,417155.049306
