year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,2077765.0,921471.0,1156294.0
2004,,2092647.0,903062.0,1189585.0
2005,,2216170.0,917390.0,1298780.0
2006,,2221535.0,907725.0,1313810.0
2007,,2198792.0,902225.0,1296567.0
2008,,2169537.0,928619.0,1240918.0
2009,,2182361.0,936147.0,1246214.0
2010,,2313153.0,986157.0,1326996.0
2011,,2234604.0,969558.0,1265046.0
2012,,2366945.0,1021100.0,1345845.0
2013,,2190033.0,962249.0,1227784.0
2014,start of forecast,2210831.0,931273.0,1279558.0
2015,,2207929.0,928371.0,1279558.0
2016,,2204617.0,925058.0,1279558.0
2017,,2201966.0,922408.0,1279558.0
2018,,2198394.0,918836.0,1279558.0
2019,,2194882.0,915324.0,1279558.0
2020,,2191117.0,911558.0,1279558.0
2021,,2187293.0,907734.0,1279558.0
2022,,2184476.0,904918.0,1279558.0
2023,,2181764.0,902206.0,1279558.0
2024,,2177935.0,898376.0,1279558.0
2025,,2174988.0,895430.0,1279558.0
2026,,2170039.0,890480.0,1279558.0
2027,,2167228.0,887670.0,1279558.0
2028,,2163686.0,884128.0,1279558.0
2029,,2158162.0,878604.0,1279558.0
2030,,2149989.0,870431.0,1279558.0
2031,,2141642.0,862083.0,1279558.0
2032,,2137810.0,858252.0,1279558.0
2033,,2133887.0,854328.0,1279558.0
2034,,2129872.0,850313.0,1279558.0
2035,,2125809.0,846251.0,1279558.0
2036,,2119682.0,840124.0,1279558.0
2037,,2115430.0,835872.0,1279558.0
2038,,2110989.0,831430.0,1279558.0
2039,,2106530.0,826972.0,1279558.0
2040,,2101151.0,821593.0,1279558.0
