year,Base case cost,Modeled non-residential ashp
2017,1714045.87934,1960761.47922
2018,1833531.38324,2073182.0358
2019,1988619.4302,2220120.14808
2020,2073584.74395,2299274.68108
2021,2129584.38091,2350194.48114
2022,2170845.79786,2386890.78583
2023,2212327.00177,2424105.43148
2024,2242716.63857,2450418.0133
2025,2273267.50552,2476972.32421
2026,2319449.75943,2519022.48952
2027,2362167.99319,2557792.47681
2028,2393379.25014,2585237.53017
2029,2436712.16405,2624770.38141
2030,2488792.87171,2673336.66862
2031,2545205.66258,2725983.64352
