year,Base case cost,Modeled residential ashp
2017,1714045.87934,2478640.16075
2018,1833531.38324,2574528.54374
2019,1988619.4302,2702316.8272
2020,2073584.74395,2767932.34135
2021,2129584.38091,2807059.63801
2022,2170845.79786,2833190.61245
2023,2212327.00177,2860547.87005
2024,2242716.63857,2877449.17904
2025,2273267.50552,2894776.61175
2026,2319449.75943,2927265.38119
2027,2362167.99319,2956907.12015
2028,2393379.25014,2975652.95131
2029,2436712.16405,3006396.99092
2030,2488792.87171,3046852.83233
2031,2545205.66258,3090777.41243
