year,Base case cost,Modeled transmission and interties
2021,689010.353636,2147662.56971
2022,706058.346928,2142383.51232
2023,719102.749855,2133672.47818
2024,729567.694504,2120988.34181
2025,740564.089202,2111259.69901
2026,754592.830045,2105033.57007
2027,767483.18948,2098128.428
2028,778070.598705,2087481.75503
2029,789651.588456,2082170.26553
2030,796306.267323,2068599.6537
2031,809036.421526,2063376.61141
2032,822961.95323,2059712.50324
2033,838762.964452,2056396.68598
2034,854835.09222,2055652.49813
2035,862783.736422,2047293.20353
2036,877696.686911,2046208.24969
2037,885545.202844,2038503.21689
2038,900661.490743,2038343.68091
2039,912238.629406,2033148.94317
2040,929112.553552,2035429.66889
