year,Base case cost,Modeled residential ashp
2017,61567.5190881,142613.369652
2018,68025.328491,112246.444093
2019,76221.3754221,72893.895327
2020,80571.0397544,50500.3867096
2021,83318.1961747,34258.3206886
2022,84969.409934,19234.2332337
2023,86559.973407,7547.49090191
2024,87696.0901735,-2286.22790488
2025,88616.1497691,-14380.9956853
2026,89736.1311434,-27236.535265
2027,91302.8057387,-38434.3687004
2028,91939.3324835,-49354.2359153
2029,92775.7810071,-61043.5723429
2030,93150.9574304,-70904.3243712
2031,94160.0261582,-83280.7141461
