year,Base case cost,Modeled non-residential ashp
2017,100748.489703,147525.119492
2018,111315.98623,139150.443232
2019,125657.588659,129048.002375
2020,132828.389874,122452.087123
2021,137357.316957,117194.249314
2022,141131.422859,112369.97207
2023,143773.296991,108158.113131
2024,145660.349942,104376.458328
2025,148302.224074,100301.165952
2026,151321.508796,96111.2103128
2027,153963.382928,92166.1581744
2028,156227.846469,88464.5012748
2029,158869.720601,84643.6558789
2030,160756.773552,81243.8502587
2031,163776.058274,77360.9019478
