year,Base case cost,Modeled non-residential ashp
2017,520813.447203,675394.138688
2018,563113.042312,709566.7426
2019,620425.66355,755591.876063
2020,652357.781588,782105.999968
2021,684465.839262,810602.061555
2022,705043.219556,828470.444783
2023,722697.637064,844093.114492
2024,738403.412716,858218.641855
2025,763680.084104,881689.315199
2026,783175.685569,898927.419109
2027,801781.244456,915501.230196
2028,818317.763843,930457.501295
2029,837332.674715,947440.664367
2030,853063.429873,961816.920993
2031,873654.649888,980150.643453
