year,Base case cost,Modeled non-residential ashp
2017,122922.891887,214520.614843
2018,131718.321497,224646.440467
2019,143291.255194,237969.895235
2020,148614.804695,244098.684429
2021,152318.143478,248362.189955
2022,155095.647565,251559.819099
2023,156947.316957,253691.571862
2024,158567.527675,255556.85553
2025,160419.197066,257688.608292
2026,162733.783806,260353.299246
2027,164585.453197,262485.052009
2028,166205.663915,264350.335677
2029,168288.79198,266748.557535
2030,169677.544024,268347.372107
2031,171760.672089,270745.593965
