year,Base case cost,Modeled non-residential ashp
2017,314884.395921,335677.804993
2018,344709.158496,359955.976602
2019,386816.021071,394469.900855
2020,400911.299573,404808.851177
2021,414755.173435,415791.085538
2022,425138.67601,423913.188485
2023,426455.094512,423568.16799
2024,432423.798374,428033.876496
2025,439252.000949,433223.098189
2026,442744.640738,434646.348643
2027,449482.223313,439766.368061
2028,455375.995888,444199.992783
2029,462961.917176,450041.695015
2030,461780.495677,447567.153908
2031,470923.708252,454691.463871
