year,Base case cost,Modeled residential ashp
2017,188337.920016,439371.745369
2018,203719.838703,448965.202054
2019,224405.867281,463375.722574
2020,234483.676075,468437.971795
2021,241379.018935,470759.190983
2022,246683.128826,471753.541979
2023,250396.005751,471418.928547
2024,253048.060697,470225.406368
2025,256760.937621,470059.387528
2026,261534.636524,470918.919725
2027,255699.15652,461365.328295
2028,258255.743023,460397.996788
2029,262346.281427,460865.45146
2030,264902.867929,460047.862032
2031,269504.723634,461114.558325
