year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,2800114.0,912945.0,1887169.0
2004,,2823599.0,957526.0,1866073.0
2005,,2733668.0,909193.0,1824475.0
2006,,2858006.0,926125.0,1931881.0
2007,,2748068.0,900353.0,1847715.0
2008,,2930604.0,922587.0,2008017.0
2009,,2985310.0,881116.0,2104194.0
2010,,3012867.0,917949.0,2094918.0
2011,,3083325.0,964989.0,2118336.0
2012,,3178160.0,1045874.0,2132286.0
2013,,3071875.0,1026911.0,2044964.0
2014,start of forecast,3034343.0,935815.0,2098529.0
2015,,3029191.0,930663.0,2098529.0
2016,,3023980.0,925451.0,2098529.0
2017,,3018682.0,920153.0,2098529.0
2018,,3013286.0,914758.0,2098529.0
2019,,3007781.0,909253.0,2098529.0
2020,,3002187.0,903658.0,2098529.0
2021,,2996493.0,897965.0,2098529.0
2022,,2990664.0,892136.0,2098529.0
2023,,2984674.0,886145.0,2098529.0
2024,,2978540.0,880011.0,2098529.0
2025,,2972307.0,873778.0,2098529.0
2026,,2966012.0,867483.0,2098529.0
2027,,2959647.0,861118.0,2098529.0
2028,,2953188.0,854660.0,2098529.0
2029,,2946525.0,847996.0,2098529.0
2030,,2939752.0,841223.0,2098529.0
2031,,2932881.0,834352.0,2098529.0
2032,,2925949.0,827421.0,2098529.0
2033,,2918907.0,820379.0,2098529.0
2034,,2911715.0,813186.0,2098529.0
2035,,2904355.0,805826.0,2098529.0
2036,,2896805.0,798276.0,2098529.0
2037,,2889060.0,790531.0,2098529.0
2038,,2881158.0,782630.0,2098529.0
2039,,2873128.0,774600.0,2098529.0
2040,,2864949.0,766420.0,2098529.0
