year,Base case cost,Modeled residential ashp
2017,255262.823195,507526.646155
2018,272033.256829,514373.57616
2019,303346.069016,533470.201962
2020,314368.886301,537096.370697
2021,322036.933107,538719.679858
2022,336958.141721,548399.067526
2023,340899.425498,547899.72983
2024,344348.048802,547160.018407
2025,348289.332579,546798.792684
2026,362828.559848,556737.324454
2027,367383.172017,556938.729059
2028,370925.648148,556556.372242
2029,375480.260317,556883.388942
2030,378010.600411,555976.38798
2031,383577.348617,557070.509941
