year,Base case cost,Modeled non-residential ashp
2017,267906.358744,357913.612893
2018,285507.456129,372281.975327
2019,309464.505346,392271.55437
2020,320709.650897,401097.188149
2021,328532.360846,406935.358604
2022,334399.393307,411076.595103
2023,338310.748281,413520.32208
2024,341733.183884,415557.096209
2025,345644.538858,418047.11442
2026,350533.732576,421420.213585
2027,354934.006922,424384.751478
2028,358356.442525,426509.843965
2029,362756.716871,429516.483487
2030,365201.31373,430821.94501
2031,370579.426819,434729.481616
