year,Base case cost,Modeled residential ashp
2017,6054652.17911,7915227.58144
2018,6448090.07922,8179631.5759
2019,7045643.02651,8612722.13099
2020,7298963.56111,8768513.31757
2021,7495298.24751,8879374.80463
2022,7616118.23756,8930409.01338
2023,7717877.06851,8967074.45839
2024,7781937.00674,8974365.85445
2025,7859029.43772,8992020.71636
2026,7954335.16324,9025196.69667
2027,8043583.51424,9053257.2415
2028,8095205.20978,9051924.43812
2029,8189052.90166,9086402.48986
2030,8245556.92537,9091727.56742
2031,8367824.83168,9156359.77194
