year,Base case cost,Modeled non-residential ashp
2017,79736.9672645,212053.630183
2018,84437.3297309,212108.5556
2019,91082.6697696,213400.025841
2020,94000.136128,212509.702453
2021,96107.1951647,211193.314551
2022,97728.0098083,209644.654336
2023,98862.5800588,207862.301674
2024,99672.9873805,205942.49259
2025,100807.557631,204274.365762
2026,102104.209346,202758.975307
2027,103238.779596,201199.782901
2028,104211.268383,199595.527015
2029,105345.838633,198140.222547
2030,106156.245955,196539.796481
2031,107452.89767,195281.190463
