year,Base case cost,Modeled non-residential ashp
2017,244699.051068,317828.405157
2018,262303.974204,336504.534645
2019,286228.613338,361884.915743
2020,297062.41219,373377.918504
2021,304736.353045,381518.795461
2022,310604.660757,387744.171956
2023,314667.335326,392054.047992
2024,317827.193325,395406.173797
2025,321438.459609,399237.174718
2026,326403.95075,404504.800984
2027,330015.217035,408335.801904
2028,333626.483319,412166.802825
2029,337689.157889,416476.67886
2030,340397.607602,419349.929551
2031,345363.098743,424617.555816
