year,Base case cost,Modeled residential ashp
2017,289984.837036,434708.329592
2018,311770.617111,455591.271378
2019,343611.372604,486112.493988
2020,365988.002376,507864.081868
2021,376247.449295,517706.834191
2022,384796.988393,525909.127794
2023,397697.97866,538601.770763
2024,402929.937869,543625.382674
2025,408161.897077,548648.994585
2026,423249.895329,563459.19644
2027,429473.12278,569439.352044
2028,442234.809384,582027.4159
2029,449483.383661,588998.19378
2030,453107.670799,592483.582721
2031,469013.555047,608111.670572
