year,Base case cost,Modeled non-residential ashp
2017,289984.837036,366788.217092
2018,311770.617111,388357.488226
2019,343611.372604,419881.807576
2020,365988.002376,442108.546543
2021,376247.449295,452268.066257
2022,384796.988393,460734.332686
2023,397697.97866,473585.359352
2024,402929.937869,478767.354958
2025,408161.897077,483949.350565
2026,423249.895329,498970.730681
2027,429473.12278,505135.667263
2028,442234.809384,517855.717533
2029,449483.383661,525037.673674
2030,453107.670799,528628.651745
2031,469013.555047,544467.917857
