year,Base case cost,Modeled non-residential ashp
2017,153846.611671,204326.414037
2018,162708.433132,201055.522491
2019,175114.983177,198720.511923
2020,180786.548912,194964.653171
2021,185040.223214,191002.595018
2022,187876.006081,186831.561026
2023,190002.843232,182611.172244
2024,191775.207524,178419.946417
2025,193547.571816,174336.464129
2026,196383.354684,170601.698705
2027,198155.718976,166726.187026
2028,199928.083268,162951.01908
2029,202409.393277,159436.175866
2030,203827.284711,155773.529467
2031,206308.59472,152447.834275
