year,Base case cost,Modeled non-residential ashp
2017,1094508.62711,1992756.2068
2018,1153279.96117,1966189.91287
2019,1234090.54549,1945177.08545
2020,1270822.62928,1915774.01825
2021,1297759.49072,1885178.7995
2022,1317349.93541,1853886.6709
2023,1329593.96333,1821877.71187
2024,1341837.99126,1790679.38767
2025,1354082.01919,1760272.70111
2026,1371223.65829,1731670.38201
2027,1383467.68622,1702791.74403
2028,1395711.71415,1674650.37418
2029,1410404.54766,1647744.63797
2030,1420199.77,1620510.73262
2031,1437341.4091,1595510.38881
