year,Base case cost,Modeled non-residential ashp
2017,56338.7010988,158333.828975
2018,59475.6259328,158226.949188
2019,63698.409363,158846.841302
2020,65749.4756006,158157.356653
2021,67197.2870624,157137.20798
2022,68283.1456588,155936.054479
2023,69007.0513897,154552.839023
2024,69610.3061654,153137.270736
2025,70334.2118963,151839.083238
2026,71178.7685824,150657.291981
2027,71902.6743133,149440.193596
2028,72505.9290891,148186.84902
2029,73350.4857751,147122.454096
2030,73833.0895957,145869.258752
2031,74677.6462818,144878.61389
