year,Base case cost,Modeled residential ashp
2017,261014.356775,261730.096978
2018,278104.587076,274131.933686
2019,309140.439434,298737.989117
2020,320153.541689,306804.101113
2021,327662.475045,312303.722929
2022,333169.026172,316336.778928
2023,337173.790629,319269.910563
2024,340177.363971,321469.759289
2025,343681.53287,324036.24947
2026,348186.892884,327336.022559
2027,352191.65734,330269.154195
2028,355195.230682,332469.002921
2029,368541.042465,344609.22778
2030,371105.536564,346503.951366
2031,375721.625942,349914.45382
