year,Base case cost,Modeled non-residential ashp
2017,110465.551308,142958.84636
2018,123124.821442,152361.915816
2019,140962.883904,165611.695505
2020,149306.493765,171809.173102
2021,155348.418147,176297.001706
2022,159664.07842,179502.593566
2023,162828.895954,181853.36093
2024,165418.292117,183776.716046
2025,168295.398966,185913.777287
2026,172035.637869,188691.956899
2027,175200.455403,191042.724263
2028,177789.851567,192966.079379
2029,181530.09047,195744.258991
2030,183544.065264,197240.201859
2031,187284.304167,200018.381472
