year,Base case cost,Modeled residential ashp
2017,26802.6206035,56542.7219287
2018,32275.091766,59544.7356614
2019,36951.038469,60739.5832589
2020,39138.1748301,61298.4635868
2021,40721.9632295,61703.1700311
2022,41853.2406577,61992.2460628
2023,42682.844105,62204.2351526
2024,43361.6105619,62377.6807716
2025,44115.795514,62570.3981261
2026,45096.2359517,62820.9306868
2027,45925.839399,63032.9197767
2028,46604.6058559,63206.3653957
2029,47585.0462936,63456.8979565
2030,48112.9757601,63591.8001046
2031,49093.4161978,63842.3326653
