year,Base case cost,Modeled transmission and interties
2021,213264.905745,2086587.55367
2022,219777.683053,2066657.59735
2023,224571.919435,2046122.54704
2024,228721.605193,2025484.30571
2025,233569.814868,2005529.66814
2026,240354.805304,1988265.61899
2027,245273.414926,1970196.75596
2028,249536.52282,1951957.96784
2029,255486.100553,1935418.50456
2030,259115.608925,1917542.93187
2031,266130.572521,1903195.55782
2032,272901.482967,1889078.65644
2033,278711.043028,1875789.48495
2034,286274.343988,1862802.08928
2035,291397.895677,1848988.84427
2036,298030.352895,1836594.6056
2037,302569.585025,1823050.32983
2038,309609.579713,1812677.73098
2039,315266.606556,1800495.17661
2040,323471.329254,1792226.88906
