year,annotation,consumption,consumption residential,consumption non-residential
2003,,18321450.0,3722142.0,14599308.0
2004,,19524749.0,3821032.0,15703717.0
2005,,19611197.0,3656498.0,15954699.0
2006,,19544017.0,3821646.0,15722371.0
2007,,19631708.0,3939289.0,15692419.0
2008,,20454099.0,3930739.0,16523360.0
2009,,19958525.0,3788888.0,16169637.0
2010,,19976813.0,3737513.0,16239300.0
2011,,18436268.0,3383910.0,15052358.0
2012,,18190419.0,3117822.0,15072597.0
2013,,17836419.0,2703547.0,15132872.0
2014,start of forecast,18592656.0,3506714.0,15085942.0
2015,,18598296.0,3512353.0,15085942.0
2016,,18601247.0,3515305.0,15085942.0
2017,,18602237.0,3516294.0,15085942.0
2018,,18602534.0,3516591.0,15085942.0
2019,,18603266.0,3517324.0,15085942.0
2020,,18602855.0,3516912.0,15085942.0
2021,,18601115.0,3515173.0,15085942.0
2022,,18599971.0,3514029.0,15085942.0
2023,,18599967.0,3514024.0,15085942.0
2024,,18600242.0,3514299.0,15085942.0
2025,,18598753.0,3512810.0,15085942.0
2026,,18594151.0,3508209.0,15085942.0
2027,,18586397.0,3500454.0,15085942.0
2028,,18576120.0,3490178.0,15085942.0
2029,,18566845.0,3480902.0,15085942.0
2030,,18554599.0,3468657.0,15085942.0
2031,,18539672.0,3453730.0,15085942.0
2032,,18521036.0,3435094.0,15085942.0
2033,,18500549.0,3414606.0,15085942.0
2034,,18479327.0,3393384.0,15085942.0
2035,,18457134.0,3371191.0,15085942.0
2036,,18434650.0,3348708.0,15085942.0
2037,,18411820.0,3325877.0,15085942.0
2038,,18388117.0,3302175.0,15085942.0
2039,,18363389.0,3277447.0,15085942.0
2040,,18338000.0,3252058.0,15085942.0
