year,Base case cost,Modeled non-residential ashp
2017,75405.6455776,184883.579186
2018,80118.3491041,182340.161602
2019,86716.1340414,179773.94551
2020,89857.9363924,177404.211082
2021,92057.1980382,175125.900484
2022,93628.0992137,172924.808572
2023,94727.7300366,170793.246461
2024,95670.2707419,168717.065752
2025,96769.9015648,166682.145894
2026,98183.7126227,164680.880492
2027,99283.3434456,162738.126018
2028,100225.884151,160846.32778
2029,101482.605091,158984.981687
2030,102110.965562,157191.993858
2031,103524.77662,155407.984269
