year,Base case cost,Modeled non-residential ashp
2017,288158.344181,373793.755987
2018,311452.326612,394601.50067
2019,342715.303034,422959.643057
2020,357427.291938,435720.759218
2021,367848.284078,444457.602651
2022,375204.27853,450326.893039
2023,380721.274369,454485.364585
2024,385012.271133,457511.096285
2025,389916.267434,461139.519711
2026,396659.262349,466527.410575
2027,402176.258188,470780.87221
2028,406467.254952,473899.367669
2029,411984.250791,478197.050069
2030,415662.248017,480780.060503
2031,422405.242931,486277.253855
