year,Base case cost,Modeled non-residential ashp
2017,330581.309826,392045.858802
2018,361117.124601,415749.0056
2019,401022.559287,446088.705116
2020,426781.568569,467474.806891
2021,449894.49363,487308.051323
2022,463425.040484,498652.144423
2023,482093.077599,515680.341224
2024,493363.620352,525584.350381
2025,511595.497178,542449.693612
2026,532963.781084,561631.523765
2027,551771.579868,579072.788953
2028,570829.779503,596764.454992
2029,599361.759364,623383.287819
2030,617958.758625,640887.060203
2031,640055.246199,661070.400744
